Date,State,TotalSamples,Negative,Positive
27-04-2020,Andhra Pradesh,74551,73374,1177
28-04-2020,Andhra Pradesh,80334,79075,1259
29-04-2020,Andhra Pradesh,88061,86729,1332
30-04-2020,Andhra Pradesh,94558,93155,1403
01-05-2020,Andhra Pradesh,102460,100997,1463
02-05-2020,Andhra Pradesh,108403,106878,1525
03-05-2020,Andhra Pradesh,114937,113354,1583
04-05-2020,Andhra Pradesh,125229,123579,1650
05-05-2020,Andhra Pradesh,133492,131775,1717
06-05-2020,Andhra Pradesh,141274,139497,1777
07-05-2020,Andhra Pradesh,149361,147528,1833
08-05-2020,Andhra Pradesh,156681,154794,1887
09-05-2020,Andhra Pradesh,165069,163139,1930
10-05-2020,Andhra Pradesh,173735,171755,1980
11-05-2020,Andhra Pradesh,181144,179126,2018
12-05-2020,Andhra Pradesh,191874,189823,2051
13-05-2020,Andhra Pradesh,201196,199059,2137
14-05-2020,Andhra Pradesh,210452,208247,2100
15-05-2020,Andhra Pradesh,219490,217183,2157
17-05-2020,Andhra Pradesh,238998,236618,2230
18-05-2020,Andhra Pradesh,248771,246279,2282
19-05-2020,Andhra Pradesh,258450,255961,2339
20-05-2020,Andhra Pradesh,267612,265052,2407
21-05-2020,Andhra Pradesh,275704,273099,2452
22-05-2020,Andhra Pradesh,284119,281452,2514
23-05-2020,Andhra Pradesh,292969,290255,2561
24-05-2020,Andhra Pradesh,304326,301529,2627
25-05-2020,Andhra Pradesh,314566,311680,2671
26-05-2020,Andhra Pradesh,322714,319731,2719
27-05-2020,Andhra Pradesh,332378,329261,2787
28-05-2020,Andhra Pradesh,342236,338991,2841
29-05-2020,Andhra Pradesh,353874,350544,2874
30-05-2020,Andhra Pradesh,363378,359917,2944
31-05-2020,Andhra Pradesh,372748,369177,3045
01-06-2020,Andhra Pradesh,383315,379639,3118
02-06-2020,Andhra Pradesh,395681,391890,3200
03-06-2020,Andhra Pradesh,403747,399776,3279
04-06-2020,Andhra Pradesh,413733,409621,3377
05-06-2020,Andhra Pradesh,423564,419314,3427
06-06-2020,Andhra Pradesh,436335,431875,3588
07-06-2020,Andhra Pradesh,454030,449371,3718
08-06-2020,Andhra Pradesh,468276,463463,3843
09-06-2020,Andhra Pradesh,483361,478332,3990
10-06-2020,Andhra Pradesh,498716,493469,4126
11-06-2020,Andhra Pradesh,510318,504889,4261
12-06-2020,Andhra Pradesh,522093,516457,4402
13-06-2020,Andhra Pradesh,536570,530712,4588
14-06-2020,Andhra Pradesh,552202,546050,4841
15-06-2020,Andhra Pradesh,567375,560919,5087
16-06-2020,Andhra Pradesh,583286,576566,5280
17-06-2020,Andhra Pradesh,598474,591403,5555
18-06-2020,Andhra Pradesh,612397,604901,5854
19-06-2020,Andhra Pradesh,630006,622045,7961
20-06-2020,Andhra Pradesh,652377,643925,8452
21-06-2020,Andhra Pradesh,676828,667899,8929
22-06-2020,Andhra Pradesh,693548,684176,9372
23-06-2020,Andhra Pradesh,714187,704353,9834
24-06-2020,Andhra Pradesh,750234,739903,10331
25-06-2020,Andhra Pradesh,769319,758435,10884
26-06-2020,Andhra Pradesh,791624,780135,11489
27-06-2020,Andhra Pradesh,816082,803797,12285
28-06-2020,Andhra Pradesh,841860,828762,13098
29-06-2020,Andhra Pradesh,872076,858185,13891
30-06-2020,Andhra Pradesh,890190,875595,14595
01-07-2020,Andhra Pradesh,918429,903177,15252
02-07-2020,Andhra Pradesh,932713,916616,16097
03-07-2020,Andhra Pradesh,971611,954677,16934
04-07-2020,Andhra Pradesh,996573,978874,17699
05-07-2020,Andhra Pradesh,1017140,998443,18697
06-07-2020,Andhra Pradesh,1033852,1013833,20019
07-07-2020,Andhra Pradesh,1050090,1028897,21197
08-07-2020,Andhra Pradesh,1077733,1055474,22259
09-07-2020,Andhra Pradesh,1094615,1070801,23814
10-07-2020,Andhra Pradesh,1115635,1090213,25422
11-07-2020,Andhra Pradesh,1136225,1108990,27235
12-07-2020,Andhra Pradesh,1153849,1124681,29168
13-07-2020,Andhra Pradesh,1173096,1141993,31103
14-07-2020,Andhra Pradesh,1195766,1162747,33019
15-07-2020,Andhra Pradesh,1217963,1182512,35451
16-07-2020,Andhra Pradesh,1240267,1202223,38044
17-07-2020,Andhra Pradesh,1260512,1219866,40646
18-07-2020,Andhra Pradesh,1284384,1239775,44609
19-07-2020,Andhra Pradesh,1315532,1265882,49650
20-07-2020,Andhra Pradesh,1349112,1295388,53724
21-07-2020,Andhra Pradesh,1386274,1327606,58668
22-07-2020,Andhra Pradesh,1435827,1371114,64713
23-07-2020,Andhra Pradesh,1493879,1421168,72711
24-07-2020,Andhra Pradesh,1541993,1461135,80858
25-07-2020,Andhra Pradesh,1595674,1507003,88671
26-07-2020,Andhra Pradesh,1643319,1547021,96298
27-07-2020,Andhra Pradesh,1686446,1584097,102349
28-07-2020,Andhra Pradesh,1749425,1639128,110297
29-07-2020,Andhra Pradesh,1820009,1699619,120390
30-07-2020,Andhra Pradesh,1890077,1759520,130557
31-07-2020,Andhra Pradesh,1951776,1810843,140933
01-08-2020,Andhra Pradesh,2012573,1862364,150209
02-08-2020,Andhra Pradesh,2065407,1906643,158764
03-08-2020,Andhra Pradesh,2110923,1944337,166586
04-08-2020,Andhra Pradesh,2175070,1998737,176333
05-08-2020,Andhra Pradesh,2235646,2049185,186461
06-08-2020,Andhra Pradesh,2299332,2102543,196789
07-08-2020,Andhra Pradesh,2362270,2155310,206960
08-08-2020,Andhra Pradesh,2424393,2207353,217040
09-08-2020,Andhra Pradesh,2487305,2259445,227860
10-08-2020,Andhra Pradesh,2534304,2298779,235525
11-08-2020,Andhra Pradesh,2592619,2348070,Null
12-08-2020,Andhra Pradesh,2649767,2395621,Null
13-08-2020,Andhra Pradesh,2705459,2441317,Null
14-08-2020,Andhra Pradesh,2758485,2485400,Null
15-08-2020,Andhra Pradesh,2812197,2530380,Null
16-08-2020,Andhra Pradesh,2860943,2571114,Null
17-08-2020,Andhra Pradesh,2905521,2608912,Null
18-08-2020,Andhra Pradesh,2961611,2658245,Null
19-08-2020,Andhra Pradesh,3019296,2703293,Null
20-08-2020,Andhra Pradesh,3074847,2749451,Null
21-08-2020,Andhra Pradesh,3129857,2794917,Null
22-08-2020,Andhra Pradesh,3191326,2846110,Null
23-08-2020,Andhra Pradesh,3238038,2884927,Null
24-08-2020,Andhra Pradesh,3292501,2930789,Null
25-08-2020,Andhra Pradesh,3356852,2985213,Null
26-08-2020,Andhra Pradesh,3418690,3036221,Null
27-08-2020,Andhra Pradesh,3479990,3086900,Null
28-08-2020,Andhra Pradesh,3541321,3137705,Null
29-08-2020,Andhra Pradesh,3603345,3189181,Null
30-08-2020,Andhra Pradesh,3666422,3241655,Null
31-08-2020,Andhra Pradesh,3722912,3288141,Null
01-09-2020,Andhra Pradesh,3782746,3337607,Null
02-09-2020,Andhra Pradesh,3843550,3388019,Null
03-09-2020,Andhra Pradesh,3905775,3442940,Null
04-09-2020,Andhra Pradesh,3965694,3492083,Null
05-09-2020,Andhra Pradesh,4035317,3547986,Null
06-09-2020,Andhra Pradesh,4107890,3612660,Null
07-09-2020,Andhra Pradesh,4166077,3659584,Null
08-09-2020,Andhra Pradesh,4237070,3719976,Null
09-09-2020,Andhra Pradesh,4308762,3781250,Null
10-09-2020,Andhra Pradesh,4380991,3843304,Null
11-09-2020,Andhra Pradesh,4452128,3904442,Null
12-09-2020,Andhra Pradesh,4527593,3970006,Null
13-09-2020,Andhra Pradesh,4599826,4032703,Null
14-09-2020,Andhra Pradesh,4661355,4086276,Null
15-09-2020,Andhra Pradesh,4731866,4147941,Null
16-09-2020,Andhra Pradesh,4806879,4214119,Null
17-09-2020,Andhra Pradesh,4884371,4282909,Null
18-09-2020,Andhra Pradesh,4959081,4349523,Null
19-09-2020,Andhra Pradesh,5033676,Null,Null
20-09-2020,Andhra Pradesh,5104131,Null,Null
21-09-2020,Andhra Pradesh,5160700,4528951,Null
22-09-2020,Andhra Pradesh,5229529,4590227,Null
23-09-2020,Andhra Pradesh,5302367,4655837,Null
24-09-2020,Andhra Pradesh,5378367,4723982,Null
25-09-2020,Andhra Pradesh,5447796,4786338,Null
26-09-2020,Andhra Pradesh,5523786,4855035,Null
27-09-2020,Andhra Pradesh,5600202,4924528,Null
28-09-2020,Andhra Pradesh,5666323,4985162,Null
29-09-2020,Andhra Pradesh,5734752,5047401,Null
30-09-2020,Andhra Pradesh,5806558,5113074,Null
01-10-2020,Andhra Pradesh,5878135,5177900,Null
02-10-2020,Andhra Pradesh,5948534,5241744,Null
03-10-2020,Andhra Pradesh,6021395,5308381,Null
04-10-2020,Andhra Pradesh,6094206,Null,Null
05-10-2020,Andhra Pradesh,6150351,5426839,Null
06-10-2020,Andhra Pradesh,6216240,5486933,Null
07-10-2020,Andhra Pradesh,6283009,5548582,Null
08-10-2020,Andhra Pradesh,6349953,5610234,Null
09-10-2020,Andhra Pradesh,6420474,5675610,Null
10-10-2020,Andhra Pradesh,6494099,Null,Null
11-10-2020,Andhra Pradesh,6569616,5813889,Null
12-10-2020,Andhra Pradesh,6630728,5871777,Null
13-10-2020,Andhra Pradesh,6702810,5939237,Null
14-10-2020,Andhra Pradesh,6772273,6004808,Null
15-10-2020,Andhra Pradesh,6846040,6074537,Null
16-10-2020,Andhra Pradesh,6920377,6144907,Null
17-10-2020,Andhra Pradesh,6991258,6212112,Null
18-10-2020,Andhra Pradesh,7066203,6283071,Null
19-10-2020,Andhra Pradesh,7127533,6341483,Null
20-10-2020,Andhra Pradesh,7196628,6407075,Null
21-10-2020,Andhra Pradesh,7271050,6477751,Null
22-10-2020,Andhra Pradesh,7347776,6550857,Null
23-10-2020,Andhra Pradesh,7428014,6627330,Null
24-10-2020,Andhra Pradesh,7502933,Null,Null
25-10-2020,Andhra Pradesh,7570352,Null,Null
26-10-2020,Andhra Pradesh,7621896,Null,Null
27-10-2020,Andhra Pradesh,7696653,6884828,Null
28-10-2020,Andhra Pradesh,7773681,6958907,Null
29-10-2020,Andhra Pradesh,7862459,7044780,Null
30-10-2020,Andhra Pradesh,7946860,7126295,Null
31-10-2020,Andhra Pradesh,8028905,Null,Null
01-11-2020,Andhra Pradesh,8117685,Null,Null
02-11-2020,Andhra Pradesh,8182266,7354384,Null
03-11-2020,Andhra Pradesh,8266800,7436069,Null
04-11-2020,Andhra Pradesh,8342265,7509057,Null
05-11-2020,Andhra Pradesh,8427629,7591676,Null
06-11-2020,Andhra Pradesh,8507230,7668867,Null
07-11-2020,Andhra Pradesh,8587312,Null,Null
08-11-2020,Andhra Pradesh,8663975,7821008,Null
09-11-2020,Andhra Pradesh,8725025,7880666,Null
10-11-2020,Andhra Pradesh,8792935,7946690,Null
11-11-2020,Andhra Pradesh,8863340,8015363,Null
12-11-2020,Andhra Pradesh,8940488,8090783,Null
13-11-2020,Andhra Pradesh,9021225,Null,Null
14-11-2020,Andhra Pradesh,9101048,Null,Null
15-11-2020,Andhra Pradesh,9154263,Null,Null
16-11-2020,Andhra Pradesh,9197307,8342543,Null
17-11-2020,Andhra Pradesh,9264085,8407926,Null
18-11-2020,Andhra Pradesh,9333703,8476308,Null
19-11-2020,Andhra Pradesh,9408868,8550157,Null
20-11-2020,Andhra Pradesh,9474870,8614938,Null
21-11-2020,Andhra Pradesh,9543177,Null,Null
22-11-2020,Andhra Pradesh,9615090,Null,Null
23-11-2020,Andhra Pradesh,9662220,8799462,Null
24-11-2020,Andhra Pradesh,9727321,8863478,Null
25-11-2020,Andhra Pradesh,9788047,8923373,Null
26-11-2020,Andhra Pradesh,9855316,8989611,Null
27-11-2020,Andhra Pradesh,9913068,9046630,Null
28-11-2020,Andhra Pradesh,9962416,9095353,Null
29-11-2020,Andhra Pradesh,10017126,Null,Null
30-11-2020,Andhra Pradesh,10057854,Null,Null
01-12-2020,Andhra Pradesh,10109708,9240959,Null
02-12-2020,Andhra Pradesh,10166696,9297284,Null
03-12-2020,Andhra Pradesh,10229745,9359669,Null
04-12-2020,Andhra Pradesh,10293151,Null,Null
05-12-2020,Andhra Pradesh,10350283,Null,Null
06-12-2020,Andhra Pradesh,10410612,Null,Null
07-12-2020,Andhra Pradesh,10453618,9581330,Null
08-12-2020,Andhra Pradesh,10509805,Null,Null
09-12-2020,Andhra Pradesh,10570843,Null,Null
10-12-2020,Andhra Pradesh,10635197,Null,Null
11-12-2020,Andhra Pradesh,10699622,9359669,Null
12-12-2020,Andhra Pradesh,10767117,Null,Null
13-12-2020,Andhra Pradesh,10830990,9955459,Null
14-12-2020,Andhra Pradesh,10875925,10000089,Null
15-12-2020,Andhra Pradesh,10937377,10061041,Null
16-12-2020,Andhra Pradesh,11001476,10124662,Null
17-12-2020,Andhra Pradesh,11065297,10187949,Null
18-12-2020,Andhra Pradesh,11134359,10256553,Null
19-12-2020,Andhra Pradesh,11196574,Null,Null
20-12-2020,Andhra Pradesh,11260810,Null,Null
21-12-2020,Andhra Pradesh,11301105,10422168,Null
22-12-2020,Andhra Pradesh,11357530,10478191,Null
23-12-2020,Andhra Pradesh,11415249,10535528,Null
24-12-2020,Andhra Pradesh,11474797,10594722,Null
25-12-2020,Andhra Pradesh,11531206,10650776,Null
26-12-2020,Andhra Pradesh,11574117,10693405,Null
27-12-2020,Andhra Pradesh,11620503,Null,Null
28-12-2020,Andhra Pradesh,11657884,Null,Null
29-12-2020,Andhra Pradesh,11708678,10827079,Null
30-12-2020,Andhra Pradesh,11764418,10882470,Null
31-12-2020,Andhra Pradesh,11825566,10943280,Null
01-01-2021,Andhra Pradesh,11884085,11001473,Null
02-01-2021,Andhra Pradesh,11932603,11049753,Null
03-01-2021,Andhra Pradesh,11972780,11089698,Null
04-01-2021,Andhra Pradesh,12002494,11119284,Null
05-01-2021,Andhra Pradesh,12053914,11170327,Null
06-01-2021,Andhra Pradesh,12105121,11221245,Null
07-01-2021,Andhra Pradesh,12164531,11280360,Null
08-01-2021,Andhra Pradesh,12224202,12224202,Null
09-01-2021,Andhra Pradesh,12274647,Null,Null
10-01-2021,Andhra Pradesh,12324674,Null,Null
11-01-2021,Andhra Pradesh,12355607,11470570,Null
12-01-2021,Andhra Pradesh,12396593,11511359,Null
13-01-2021,Andhra Pradesh,12441272,Null,Null
14-01-2021,Andhra Pradesh,12482943,11597327,Null
15-01-2021,Andhra Pradesh,12514639,11628929,Null
16-01-2021,Andhra Pradesh,12540181,Null,Null
17-01-2021,Andhra Pradesh,12576272,Null,Null
18-01-2021,Andhra Pradesh,12604214,Null,Null
19-01-2021,Andhra Pradesh,12643313,11757068,Null
20-01-2021,Andhra Pradesh,12690165,11803747,Null
21-01-2021,Andhra Pradesh,12739648,11853091,Null
22-01-2021,Andhra Pradesh,12787961,11901267,Null
23-01-2021,Andhra Pradesh,12831731,11944879,Null
24-01-2021,Andhra Pradesh,12876113,11989103,Null
25-01-2021,Andhra Pradesh,12903830,12016764,Null
26-01-2021,Andhra Pradesh,12942153,12054915,Null
27-01-2021,Andhra Pradesh,12975961,12088612,Null
28-01-2021,Andhra Pradesh,13012150,12124684,Null
29-01-2021,Andhra Pradesh,13054959,12167368,Null
30-01-2021,Andhra Pradesh,13095962,Null,Null
31-01-2021,Andhra Pradesh,13137872,Null,Null
01-02-2021,Andhra Pradesh,13159794,12271894,Null
02-02-2021,Andhra Pradesh,13189103,12301099,Null
03-02-2021,Andhra Pradesh,13214548,12326449,Null
04-02-2021,Andhra Pradesh,13242802,12354624,Null
05-02-2021,Andhra Pradesh,13276678,12388403,Null
06-02-2021,Andhra Pradesh,13311542,12423192,Null
07-02-2021,Andhra Pradesh,13345522,Null,Null
08-02-2021,Andhra Pradesh,13367616,12479131,Null
09-02-2021,Andhra Pradesh,13394460,12505905,Null
10-02-2021,Andhra Pradesh,13422878,12534273,Null
11-02-2021,Andhra Pradesh,13453405,12564713,Null
12-02-2021,Andhra Pradesh,13484025,12595265,Null
13-02-2021,Andhra Pradesh,13517440,Null,Null
14-02-2021,Andhra Pradesh,13546228,Null,Null
15-02-2021,Andhra Pradesh,13565062,12676163,Null
16-02-2021,Andhra Pradesh,13589373,12700414,Null
17-02-2021,Andhra Pradesh,13615847,12726837,Null
18-02-2021,Andhra Pradesh,13644086,12755009,Null
19-02-2021,Andhra Pradesh,13670612,12781456,Null
20-02-2021,Andhra Pradesh,13697048,Null,Null
21-02-2021,Andhra Pradesh,13728728,12839430,Null
22-02-2021,Andhra Pradesh,13746985,12857646,Null
23-02-2021,Andhra Pradesh,13775253,12888739,Null
24-02-2021,Andhra Pradesh,13807747,Null,Null
25-02-2021,Andhra Pradesh,13843190,12953605,Null
26-02-2021,Andhra Pradesh,13877968,Null,Null
27-02-2021,Andhra Pradesh,13915009,13025210,Null
28-02-2021,Andhra Pradesh,13954131,13064215,Null
01-03-2021,Andhra Pradesh,13974400,13084426,Null
02-03-2021,Andhra Pradesh,14010204,13120124,Null
03-03-2021,Andhra Pradesh,14047174,13156959,Null
04-03-2021,Andhra Pradesh,14092251,13201934,Null
05-03-2021,Andhra Pradesh,14143911,13253470,Null
06-03-2021,Andhra Pradesh,14190477,Null,Null
07-03-2021,Andhra Pradesh,14236179,13345487,Null
08-03-2021,Andhra Pradesh,14262086,13371320,Null
09-03-2021,Andhra Pradesh,14307165,13416281,Null
10-03-2021,Andhra Pradesh,14356138,13465134,Null
11-03-2021,Andhra Pradesh,14403941,13512763,Null
12-03-2021,Andhra Pradesh,14448650,13557262,Null
13-03-2021,Andhra Pradesh,14489098,13597535,Null
14-03-2021,Andhra Pradesh,14534762,Null,Null
15-03-2021,Andhra Pradesh,14557366,13665358,Null
16-03-2021,Andhra Pradesh,14580783,13688514,Null
17-03-2021,Andhra Pradesh,14611499,13718977,Null
18-03-2021,Andhra Pradesh,14642664,13749924,Null
19-03-2021,Andhra Pradesh,14674210,13781224,Null
20-03-2021,Andhra Pradesh,14705188,13811822,Null
21-03-2021,Andhra Pradesh,14736326,13842592,Null
22-03-2021,Andhra Pradesh,14771701,13877657,Null
23-03-2021,Andhra Pradesh,14805335,13910799,Null
24-03-2021,Andhra Pradesh,14840401,13945280,Null
25-03-2021,Andhra Pradesh,14875597,13979718,Null
26-03-2021,Andhra Pradesh,14916201,14019338,Null
27-03-2021,Andhra Pradesh,14958897,Null,Null
28-03-2021,Andhra Pradesh,14990039,14091224,Null
29-03-2021,Andhra Pradesh,15021364,14121552,Null
30-03-2021,Andhra Pradesh,15052215,Null,Null
31-03-2021,Andhra Pradesh,15083179,14181190,Null
01-04-2021,Andhra Pradesh,15114988,14211728,Null
02-04-2021,Andhra Pradesh,15146104,14241556,Null
03-04-2021,Andhra Pradesh,15177364,14271418,Null
04-04-2021,Andhra Pradesh,15208436,14300760,Null
05-04-2021,Andhra Pradesh,15239114,14330112,Null
06-04-2021,Andhra Pradesh,15270771,14359828,Null
07-04-2021,Andhra Pradesh,15302583,14389309,Null
08-04-2021,Andhra Pradesh,15333851,14418019,Null
09-04-2021,Andhra Pradesh,15365743,14447176,Null
10-04-2021,Andhra Pradesh,15397672,14475766,Null
11-04-2021,Andhra Pradesh,15429391,14503990,Null
12-04-2021,Andhra Pradesh,15463146,14534482,Null
13-04-2021,Andhra Pradesh,15498728,14565836,Null
14-04-2021,Andhra Pradesh,15534460,14597411,Null
15-04-2021,Andhra Pradesh,15570201,14628066,Null
16-04-2021,Andhra Pradesh,15606163,14657932,Null
17-04-2021,Andhra Pradesh,15642070,14686615,Null
18-04-2021,Andhra Pradesh,15677992,14715955,Null
19-04-2021,Andhra Pradesh,15715757,14747757,Null
20-04-2021,Andhra Pradesh,15753679,14776692,Null
21-04-2021,Andhra Pradesh,15793298,14806595,Null
22-04-2021,Andhra Pradesh,15835169,14837707,Null
23-04-2021,Andhra Pradesh,15880750,14871522,Null
24-04-2021,Andhra Pradesh,15931722,14910796,Null
25-04-2021,Andhra Pradesh,15994607,14961047,Null
26-04-2021,Andhra Pradesh,16068648,15025207,Null
27-04-2021,Andhra Pradesh,16143083,15088208,Null
28-04-2021,Andhra Pradesh,16217831,15148287,Null
29-04-2021,Andhra Pradesh,16303866,15219530,Null
30-04-2021,Andhra Pradesh,16390360,15288670,Null
01-05-2021,Andhra Pradesh,16488574,15367472,Null
02-05-2021,Andhra Pradesh,16602873,15457851,Null
03-05-2021,Andhra Pradesh,16718148,15554154,Null
04-05-2021,Andhra Pradesh,16833932,15649904,Null
05-05-2021,Andhra Pradesh,16950299,15744067,Null
06-05-2021,Andhra Pradesh,17060446,15832260,Null
07-05-2021,Andhra Pradesh,17160870,15915496,Null
08-05-2021,Andhra Pradesh,17262441,15991002,Null
09-05-2021,Andhra Pradesh,17367935,16080332,Null
10-05-2021,Andhra Pradesh,17428059,16125470,Null
11-05-2021,Andhra Pradesh,17514937,16192003,Null
12-05-2021,Andhra Pradesh,17605687,16261301,Null
13-05-2021,Andhra Pradesh,17702133,16335348,Null
14-05-2021,Andhra Pradesh,17791220,16402417,Null
15-05-2021,Andhra Pradesh,17880755,16469435,Null
16-05-2021,Andhra Pradesh,17975305,16539814,Null
17-05-2021,Andhra Pradesh,18049054,16595002,Null
18-05-2021,Andhra Pradesh,18140307,16664935,Null
19-05-2021,Andhra Pradesh,18241637,16743105,Null
20-05-2021,Andhra Pradesh,18342918,16821776,Null
21-05-2021,Andhra Pradesh,18435149,16893070,Null
22-05-2021,Andhra Pradesh,18525758,16963698,Null
23-05-2021,Andhra Pradesh,18617387,17036560,Null
24-05-2021,Andhra Pradesh,18676222,17082401,Null
25-05-2021,Andhra Pradesh,18749201,17140096,Null
26-05-2021,Andhra Pradesh,18840321,17212931,Null
27-05-2021,Andhra Pradesh,18924545,17280988,Null
28-05-2021,Andhra Pradesh,19009047,17351061,Null
29-05-2021,Andhra Pradesh,19088611,17416869,Null
30-05-2021,Andhra Pradesh,19172843,17487701,Null
31-05-2021,Andhra Pradesh,19256304,17563219,Null
01-06-2021,Andhra Pradesh,19350008,15858831,Null
02-06-2021,Andhra Pradesh,19448056,17730900,Null
03-06-2021,Andhra Pradesh,19534279,17805702,Null
04-06-2021,Andhra Pradesh,19619590,17880600,Null
05-06-2021,Andhra Pradesh,19708031,Null,Null
06-06-2021,Andhra Pradesh,19791721,18033382,Null
07-06-2021,Andhra Pradesh,19856521,18093310,Null
